"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 30, 2018","6,391.5","6,208.2","6,518.1","6,195.8","23.86K","2.95%"
"Jul 01, 2018","6,349.7","6,391.5","6,435.0","6,260.2","11.38K","-0.65%"
"Jul 02, 2018","6,581.3","6,617.6","6,672.4","6,539.0","26.92K","3.65%"
"Jul 03, 2018","6,500.0","6,617.6","6,672.4","6,470.5","17.26K","-1.24%"
"Jul 04, 2018","6,590.0","6,509.0","6,778.3","6,418.7","22.49K","1.38%"
"Jul 05, 2018","6,540.2","6,589.9","6,697.7","6,452.0","23.13K","-0.76%"
"Jul 06, 2018","6,602.1","6,531.6","6,636.9","6,452.9","14.95K","0.95%"
"Jul 07, 2018","6,761.7","6,602.2","6,826.1","6,511.5","15.29K","2.42%"
"Jul 08, 2018","6,707.0","6,761.8","6,790.8","6,669.1","13.71K","-0.81%"
"Jul 09, 2018","6,666.7","6,705.9","6,820.0","6,617.1","16.30K","-0.60%"
"Jul 10, 2018","6,301.5","6,666.9","6,680.1","6,269.3","28.02K","-5.48%"
"Jul 11, 2018","6,377.8","6,299.0","6,402.8","6,287.7","16.41K","1.21%"
"Jul 12, 2018","6,249.0","6,377.7","6,377.7","6,080.8","24.98K","-2.02%"
"Jul 13, 2018","6,220.0","6,240.6","6,335.1","6,133.4","20.09K","-0.46%"
"Jul 14, 2018","6,250.1","6,219.7","6,320.0","6,179.3","8.90K","0.48%"
"Jul 15, 2018","6,347.2","6,250.0","6,388.9","6,232.3","10.99K","1.55%"
"Jul 16, 2018","6,729.2","6,347.7","6,750.0","6,328.9","31.00K","6.02%"
"Jul 17, 2018","7,319.8","6,734.3","7,462.9","6,667.4","48.12K","8.78%"
"Jul 18, 2018","7,379.4","7,320.0","7,586.5","7,249.9","39.62K","0.81%"
"Jul 19, 2018","7,473.5","7,379.8","7,559.9","7,282.9","22.19K","1.28%"
"Jul 20, 2018","7,333.1","7,473.6","7,681.0","7,278.2","32.74K","-1.88%"
"Jul 21, 2018","7,403.3","7,333.0","7,458.0","7,221.0","11.41K","0.96%"
"Jul 22, 2018","7,400.5","7,403.4","7,572.7","7,338.9","17.17K","-0.04%"
"Jul 23, 2018","7,719.8","7,397.7","7,800.7","7,374.1","47.52K","4.31%"
"Jul 24, 2018","8,394.5","7,719.8","8,500.2","7,692.3","64.68K","8.74%"
"Jul 25, 2018","8,176.0","8,380.0","8,485.7","8,073.0","36.97K","-2.60%"
"Jul 26, 2018","7,939.0","8,178.4","8,313.1","7,869.8","32.78K","-2.90%"
"Jul 27, 2018","8,185.7","7,933.5","8,280.3","7,815.1","34.22K","3.11%"
"Jul 28, 2018","8,246.4","8,188.0","8,246.4","8,073.9","13.66K","0.74%"
"Jul 29, 2018","8,221.0","8,235.7","8,293.9","8,123.0","10.19K","-0.31%"
"Jul 30, 2018","8,179.6","8,218.5","8,274.2","7,862.9","37.58K","-0.50%"
"Jul 31, 2018","7,730.6","8,179.5","8,179.5","7,670.0","43.55K","-5.49%"
"Aug 01, 2018","7,608.8","7,731.3","7,755.6","7,444.2","30.74K","-1.58%"
"Aug 02, 2018","7,535.2","7,606.0","7,707.1","7,463.1","17.75K","-0.97%"
"Aug 03, 2018","7,420.0","7,533.2","7,533.2","7,283.6","30.88K","-1.53%"
"Aug 04, 2018","7,013.2","7,420.0","7,490.0","6,930.0","31.72K","-5.48%"
"Aug 05, 2018","7,025.8","7,013.2","7,089.7","6,890.2","17.68K","0.18%"
"Aug 06, 2018","6,941.3","7,025.8","7,149.9","6,847.0","18.12K","-1.20%"
"Aug 07, 2018","6,720.5","6,940.1","7,149.9","6,678.8","32.25K","-3.18%"
"Aug 08, 2018","6,279.2","6,718.8","6,720.1","6,131.0","53.88K","-6.57%"
"Aug 09, 2018","6,529.1","6,280.7","6,623.7","6,188.2","33.38K","3.98%"
"Aug 10, 2018","6,146.8","6,533.6","6,573.6","6,014.5","43.50K","-5.86%"
"Aug 11, 2018","6,232.7","6,147.0","6,485.7","6,008.2","37.12K","1.40%"
"Aug 12, 2018","6,313.9","6,234.7","6,481.7","6,163.3","23.05K","1.30%"
"Aug 13, 2018","6,251.9","6,312.2","6,541.8","6,150.0","32.33K","-0.98%"
"Aug 14, 2018","6,189.0","6,241.3","6,244.0","5,879.3","52.70K","-1.01%"
"Aug 15, 2018","6,270.1","6,188.6","6,623.8","6,181.1","66.22K","1.31%"
"Aug 16, 2018","6,314.0","6,270.2","6,474.7","6,215.2","25.14K","0.70%"
"Aug 17, 2018","6,583.3","6,312.0","6,588.7","6,290.2","26.76K","4.27%"
"Aug 18, 2018","6,391.2","6,585.9","6,615.0","6,301.9","19.73K","-2.92%"
"Aug 19, 2018","6,485.1","6,395.0","6,550.0","6,309.3","15.35K","1.47%"
"Aug 20, 2018","6,255.9","6,485.1","6,520.6","6,230.2","31.72K","-3.53%"
"Aug 21, 2018","6,479.1","6,255.2","6,500.0","6,245.0","29.50K","3.57%"
"Aug 22, 2018","6,354.9","6,479.1","6,885.0","6,253.0","58.96K","-1.92%"
"Aug 23, 2018","6,527.2","6,363.8","6,565.6","6,350.0","19.94K","2.71%"
"Aug 24, 2018","6,695.9","6,530.5","6,728.3","6,462.7","20.20K","2.58%"
"Aug 25, 2018","6,732.9","6,693.3","6,795.5","6,670.0","16.88K","0.55%"
"Aug 26, 2018","6,708.4","6,732.8","6,784.1","6,574.5","16.75K","-0.36%"
"Aug 27, 2018","6,909.5","6,707.0","6,911.6","6,653.5","24.21K","3.00%"
"Aug 28, 2018","7,079.7","6,910.5","7,127.2","6,872.0","30.07K","2.46%"
"Aug 29, 2018","7,045.7","7,079.9","7,133.6","6,931.6","19.83K","-0.48%"
"Aug 30, 2018","6,994.7","7,037.9","7,060.0","6,802.4","24.58K","-0.72%"
"Aug 31, 2018","7,025.9","6,986.1","7,084.0","6,889.0","19.38K","0.45%"
"Sep 01, 2018","7,197.5","7,022.9","7,260.4","7,020.5","21.39K","2.44%"
"Sep 02, 2018","7,290.4","7,197.5","7,367.0","7,137.2","44.68K","1.29%"
"Sep 03, 2018","7,268.0","7,304.7","7,341.4","7,200.1","22.31K","-0.31%"
"Sep 04, 2018","7,358.9","7,267.8","7,410.3","7,246.2","20.82K","1.25%"
"Sep 05, 2018","6,710.5","7,357.3","7,400.0","6,700.0","55.65K","-8.81%"
"Sep 06, 2018","6,515.6","6,705.0","6,720.8","6,310.3","53.00K","-2.90%"
"Sep 07, 2018","6,404.1","6,516.1","6,532.9","6,322.8","20.74K","-1.71%"
"Sep 08, 2018","6,185.0","6,404.2","6,475.1","6,130.3","21.85K","-3.42%"
"Sep 09, 2018","6,239.9","6,184.9","6,427.6","6,142.2","16.46K","0.89%"
"Sep 10, 2018","6,308.0","6,240.0","6,363.5","6,233.2","14.45K","1.09%"
"Sep 11, 2018","6,290.8","6,332.1","6,397.1","6,178.1","16.61K","-0.27%"
"Sep 12, 2018","6,332.0","6,290.9","6,355.0","6,203.1","16.08K","0.65%"
"Sep 13, 2018","6,475.6","6,334.0","6,523.4","6,334.0","19.24K","2.27%"
"Sep 14, 2018","6,485.0","6,495.0","6,593.0","6,355.6","16.37K","0.15%"
"Sep 15, 2018","6,513.6","6,480.1","6,568.9","6,473.6","8.35K","0.44%"
"Sep 16, 2018","6,498.5","6,512.8","6,517.8","6,384.5","8.73K","-0.23%"
"Sep 17, 2018","6,254.2","6,506.1","6,532.8","6,205.1","23.54K","-3.76%"
"Sep 18, 2018","6,342.8","6,243.0","6,384.0","6,229.2","15.93K","1.42%"
"Sep 19, 2018","6,390.9","6,330.8","6,521.5","6,112.7","29.90K","0.76%"
"Sep 20, 2018","6,500.5","6,392.8","6,535.0","6,357.2","16.67K","1.71%"
"Sep 21, 2018","6,762.7","6,522.1","6,790.0","6,496.0","36.99K","4.03%"
"Sep 22, 2018","6,723.0","6,789.8","6,840.0","6,643.6","18.26K","-0.59%"
"Sep 23, 2018","6,710.0","6,723.1","6,783.3","6,664.2","8.51K","-0.19%"
"Sep 24, 2018","6,585.0","6,697.8","6,721.7","6,555.1","17.76K","-1.86%"
"Sep 25, 2018","6,434.7","6,585.1","6,585.1","6,350.2","20.21K","-2.28%"
"Sep 26, 2018","6,462.4","6,442.8","6,552.7","6,385.8","13.81K","0.43%"
"Sep 27, 2018","6,692.5","6,462.4","6,727.2","6,440.7","18.37K","3.56%"
"Sep 28, 2018","6,635.1","6,691.2","6,825.0","6,545.1","27.89K","-0.86%"
"Sep 29, 2018","6,604.6","6,627.3","6,631.2","6,466.0","17.30K","-0.46%"
"Sep 30, 2018","6,618.1","6,590.0","6,656.5","6,533.3","8.49K","0.20%"
"Oct 01, 2018","6,601.9","6,625.9","6,659.6","6,521.0","10.36K","-0.24%"
"Oct 02, 2018","6,533.3","6,602.0","6,638.4","6,514.1","12.03K","-1.04%"
"Oct 03, 2018","6,503.2","6,527.5","6,552.5","6,428.1","14.57K","-0.46%"
"Oct 04, 2018","6,580.1","6,507.9","6,640.0","6,499.3","11.79K","1.18%"
"Oct 05, 2018","6,644.7","6,594.3","6,666.9","6,548.0","12.43K","0.98%"
"Oct 06, 2018","6,592.0","6,639.9","6,648.2","6,564.5","5.80K","-0.79%"
"Oct 07, 2018","6,601.0","6,595.2","6,633.7","6,532.8","5.80K","0.14%"
"Oct 08, 2018","6,673.2","6,617.0","6,718.4","6,585.9","12.70K","1.09%"
"Oct 09, 2018","6,663.0","6,679.7","6,680.6","6,608.5","8.02K","-0.15%"
"Oct 10, 2018","6,630.2","6,659.7","6,659.7","6,529.7","13.82K","-0.49%"
"Oct 11, 2018","6,252.0","6,628.0","6,628.0","6,223.8","41.61K","-5.70%"
"Oct 12, 2018","6,293.2","6,249.0","6,348.4","6,223.0","10.40K","0.66%"
"Oct 13, 2018","6,326.5","6,288.6","6,331.4","6,288.6","5.82K","0.53%"
"Oct 14, 2018","6,335.2","6,326.0","6,399.1","6,318.5","11.23K","0.14%"
"Oct 15, 2018","6,742.0","6,322.7","7,704.2","6,300.0","85.00K","6.42%"
"Oct 16, 2018","6,754.1","6,739.0","6,891.8","6,679.0","15.66K","0.18%"
"Oct 17, 2018","6,737.1","6,754.2","6,792.7","6,681.3","8.88K","-0.25%"
"Oct 18, 2018","6,613.0","6,736.4","6,778.2","6,567.5","12.53K","-1.84%"
"Oct 19, 2018","6,527.3","6,609.6","6,630.2","6,519.9","11.20K","-1.30%"
"Oct 20, 2018","6,586.7","6,517.0","6,609.7","6,511.3","4.61K","0.91%"
"Oct 21, 2018","6,591.6","6,582.9","6,655.0","6,582.9","4.42K","0.07%"
"Oct 22, 2018","6,567.2","6,587.4","6,627.6","6,549.1","6.05K","-0.37%"
"Oct 23, 2018","6,550.0","6,567.2","6,584.3","6,525.4","8.86K","-0.26%"
"Oct 24, 2018","6,554.1","6,550.0","6,623.0","6,543.2","8.49K","0.06%"
"Oct 25, 2018","6,528.1","6,554.0","6,566.0","6,500.1","8.71K","-0.40%"
"Oct 26, 2018","6,531.5","6,533.4","6,588.3","6,514.3","7.45K","0.05%"
"Oct 27, 2018","6,500.2","6,534.9","6,553.9","6,480.1","6.97K","-0.48%"
"Oct 28, 2018","6,490.1","6,498.4","6,510.1","6,456.3","6.84K","-0.16%"
"Oct 29, 2018","6,344.0","6,490.2","6,505.0","6,320.9","19.56K","-2.25%"
"Oct 30, 2018","6,330.1","6,347.1","6,380.0","6,313.2","10.73K","-0.22%"
"Oct 31, 2018","6,368.4","6,330.1","6,406.4","6,248.2","9.96K","0.60%"
"Nov 01, 2018","6,399.7","6,374.8","6,423.2","6,353.5","9.12K","0.49%"
"Nov 02, 2018","6,426.9","6,407.1","6,454.8","6,391.6","8.07K","0.43%"
"Nov 03, 2018","6,387.9","6,432.2","6,432.2","6,334.7","11.37K","-0.61%"
"Nov 04, 2018","6,485.2","6,389.2","6,509.4","6,360.1","8.96K","1.52%"
"Nov 05, 2018","6,470.1","6,495.2","6,495.2","6,439.4","4.81K","-0.23%"
"Nov 06, 2018","6,515.2","6,475.0","6,515.3","6,447.8","7.25K","0.70%"
"Nov 07, 2018","6,572.7","6,519.0","6,607.1","6,512.2","10.72K","0.88%"
"Nov 08, 2018","6,479.6","6,573.0","6,585.0","6,477.0","11.58K","-1.42%"
"Nov 09, 2018","6,420.2","6,479.5","6,502.9","6,392.6","10.45K","-0.92%"
"Nov 10, 2018","6,431.1","6,414.5","6,461.7","6,414.5","3.25K","0.17%"
"Nov 11, 2018","6,450.0","6,431.0","6,459.9","6,364.0","7.34K","0.29%"
"Nov 12, 2018","6,446.9","6,481.0","6,481.0","6,418.8","7.30K","-0.05%"
"Nov 13, 2018","6,464.4","6,447.0","6,497.5","6,403.5","10.12K","0.27%"
"Nov 14, 2018","5,884.6","6,458.9","6,485.0","5,705.0","69.20K","-8.97%"
"Nov 15, 2018","5,753.4","5,922.3","5,929.2","5,441.5","49.91K","-2.23%"
"Nov 16, 2018","5,660.5","5,731.9","5,756.8","5,555.0","18.43K","-1.61%"
"Nov 17, 2018","5,626.7","5,655.7","5,659.2","5,573.6","7.98K","-0.60%"
"Nov 18, 2018","5,659.4","5,637.2","5,716.0","5,621.0","9.55K","0.58%"
"Nov 19, 2018","4,938.1","5,650.3","5,650.3","4,890.9","74.15K","-12.75%"
"Nov 20, 2018","4,600.1","4,944.9","5,048.0","4,318.1","117.22K","-6.84%"
"Nov 21, 2018","4,666.6","4,572.8","4,773.4","4,429.9","44.38K","1.45%"
"Nov 22, 2018","4,392.4","4,672.1","4,716.8","4,388.5","27.95K","-5.88%"
"Nov 23, 2018","4,422.7","4,370.8","4,482.0","4,251.0","36.09K","0.69%"
"Nov 24, 2018","3,929.8","4,422.8","4,515.2","3,834.7","50.98K","-11.14%"
"Nov 25, 2018","4,087.8","3,934.9","4,211.3","3,663.0","82.18K","4.02%"
"Nov 26, 2018","3,858.0","4,111.3","4,196.4","3,708.1","64.08K","-5.62%"
"Nov 27, 2018","3,884.4","3,850.1","3,941.6","3,713.2","46.27K","0.68%"
"Nov 28, 2018","4,306.3","3,902.3","4,439.6","3,889.9","65.26K","10.86%"
"Nov 29, 2018","4,312.9","4,331.4","4,472.0","4,180.6","41.10K","0.15%"
"Nov 30, 2018","4,038.3","4,323.3","4,357.4","3,966.2","42.38K","-6.37%"
"Dec 01, 2018","4,243.0","4,043.6","4,339.0","3,978.8","27.50K","5.07%"
"Dec 02, 2018","4,159.7","4,241.4","4,353.2","4,127.2","24.40K","-1.96%"
"Dec 03, 2018","3,901.2","4,172.9","4,178.5","3,836.2","36.86K","-6.21%"
"Dec 04, 2018","3,981.9","3,903.8","4,131.1","3,793.1","33.69K","2.07%"
"Dec 05, 2018","3,765.3","3,982.2","4,000.1","3,751.1","28.43K","-5.44%"
"Dec 06, 2018","3,531.3","3,770.5","3,908.0","3,506.0","58.22K","-6.21%"
"Dec 07, 2018","3,460.0","3,528.6","3,624.8","3,278.4","74.08K","-2.02%"
"Dec 08, 2018","3,506.0","3,460.0","3,784.8","3,316.2","39.08K","1.33%"
"Dec 09, 2018","3,639.6","3,506.0","3,766.6","3,469.7","25.08K","3.81%"
"Dec 10, 2018","3,524.9","3,642.1","3,697.9","3,475.8","22.60K","-3.15%"
"Dec 11, 2018","3,435.3","3,523.5","3,549.6","3,384.0","24.05K","-2.54%"
"Dec 12, 2018","3,535.6","3,435.3","3,611.2","3,415.1","20.93K","2.92%"
"Dec 13, 2018","3,354.4","3,535.6","3,539.1","3,322.2","22.24K","-5.13%"
"Dec 14, 2018","3,282.8","3,354.4","3,390.8","3,226.4","28.56K","-2.13%"
"Dec 15, 2018","3,285.1","3,281.6","3,323.8","3,216.1","17.89K","0.07%"
"Dec 16, 2018","3,299.9","3,282.2","3,380.3","3,278.0","19.10K","0.45%"
"Dec 17, 2018","3,625.1","3,299.9","3,711.5","3,285.5","35.72K","9.85%"
"Dec 18, 2018","3,780.1","3,625.0","3,780.9","3,551.0","29.43K","4.28%"
"Dec 19, 2018","3,810.0","3,780.1","4,041.1","3,758.0","55.26K","0.79%"
"Dec 20, 2018","4,214.5","3,810.0","4,275.7","3,788.6","65.87K","10.62%"
"Dec 21, 2018","3,976.1","4,214.6","4,283.0","3,913.3","43.52K","-5.66%"
"Dec 22, 2018","4,135.0","3,975.9","4,147.3","3,919.5","19.51K","4.00%"
"Dec 23, 2018","4,075.7","4,135.0","4,210.0","4,036.8","24.47K","-1.43%"
"Dec 24, 2018","4,145.2","4,071.7","4,384.0","4,069.0","38.00K","1.71%"
"Dec 25, 2018","3,909.7","4,140.7","4,152.1","3,815.5","33.73K","-5.68%"
"Dec 26, 2018","3,929.8","3,909.7","3,990.0","3,812.1","19.13K","0.51%"
"Dec 27, 2018","3,714.7","3,930.0","3,954.9","3,688.0","23.61K","-5.47%"
"Dec 28, 2018","4,036.7","3,712.0","4,094.9","3,696.3","26.92K","8.67%"
"Dec 29, 2018","3,887.0","4,033.9","4,099.7","3,864.6","18.70K","-3.71%"
"Dec 30, 2018","3,978.3","3,893.8","4,003.0","3,845.2","17.73K","2.35%"
"Dec 31, 2018","3,830.5","3,976.7","3,986.9","3,779.5","15.79K","-3.72%"
